Week,Bin,Code,Treat,video,Arena,Fish_ID,Sex,Mark,Size,Camera,Stimulus,Day,Tank,Group_ID,Trial,MeanDist,TotalDist,MeanSpeed,MaxSpeed,MeanFreeze,FreqFreeze,TimeFreeze,PercFreeze,Freq5cm,Time5cm,Freq40cm,Time40cm,FreqNear,TimeNear,FreqMid,TimeMid,FreqFar,PercFar
1,15-18,A,Amb,ShDot,Arena 3,138,M,Red.Bro,18.077,2,1.2,Thursday,7,g0093,Trial    24,0.29869,1344.11,7.46763,30.8828,-,0,0,0,21,152.032,1,0.919954,5,168.312,7,8.15959,2,3.51982
1,15-18,A,Amb,ShDot,Arena 3,140,M,Red.Red,16.333,2,1.2,Thursday,7,g0093,Trial    26,0.169528,762.878,4.23842,15.6667,0.039998,4,0.159992,0.0147542,8,169.912,2,2.55987,1,174.631,1,1.15994,1,4.19979
1,15-18,A,Amb,zfSil,Arena 3,143,F,Yel.Yel,19.111,1,4.4,Thursday,3,g0093,Trial    25,0.474789,1068.28,5.93501,15.8895,-,0,0,0,15,73.1182,18,11.4397,1,92.6377,13,12.7197,13,74.6381
1,15-18,A,Amb,ShSnake,Arena 3,163,F,Ora.Bla,19.986,1,3.1,Tuesday,3,DTNG02,Trial     7,0.164069,738.312,4.10194,24.713,1.09225,13,14.1993,1.31243,15,167.272,0,0,1,179.151,1,0.839958,0,0
1,15-18,A,Amb,ShPred,Arena 3,165,M,Bla.Yel,17.294,2,2.1,Tuesday,7,DTNG02,Trial     6,0.466813,1050.33,5.8353,20.5077,0.079998,1,0.079998,0.00738825,30,114.557,4,6.87983,5,152.956,9,12.7197,5,14.3196
1,15-18,A,Amb,ShSnake,Arena 3,167,F,Pin.Whi,18.142,1,3.1,Tuesday,3,DTNG02,Trial    11,0.244467,1100.1,6.11198,22.7886,0.039998,1,0.039998,0.00369535,18,84.9958,13,12.3994,9,113.914,16,18.1191,8,47.9576
1,15-18,A,Amb,ShSnake,Arena 3,202,F,Yel.Red,19.123,1,3.1,Tuesday,3,DTNG01,Trial     5,0.165291,743.808,4.13248,16.0666,0.039998,4,0.159992,0.0147542,19,158.112,0,0,2,178.111,1,1.87991,0,0
1,15-18,A,Amb,ShSnake,Arena 3,205,F,Whi.Blu,NA,1,3.1,Tuesday,3,DTNG02,Trial     9,0.118265,532.195,2.95679,21.3259,0.0699965,4,0.279986,0.0258675,5,166.152,3,3.31983,1,169.192,1,1.19994,1,9.59952
1,3-6,S1,Neg,Dot,Arena 4,2,F,Whi.Whi,19.14,1,1.1,Tuesday,4,DTNG01,Trial     1,0.419147,1886.16,10.4792,24.8305,-,0,0,0,0,0,21,12.3194,0,0,45,49.1175,45,130.873
1,3-6,S1,Neg,Snake,Arena 4,5,M,Bla.Whi,16.744,2,3.3,Tuesday,8,DTNG01,Trial     2,0.525928,1183.34,6.57427,17.7104,-,0,0,0,14,48.7188,15,41.999,6,80.238,17,21.6795,12,78.078
1,3-6,S1,Neg,Snake,Arena 4,7,M,Red.Bro,17.675,2,3.3,Tuesday,8,DTNG01,Trial     4,0.558935,1257.6,6.98686,19.5904,-,0,0,0,23,43.1989,7,4.63988,11,89.6778,25,29.1193,15,61.1985
1,3-6,S1,Neg,Dot,Arena 4,12,F,Bro.Red,20.446,1,1.1,Tuesday,4,DTNG01,Trial     3,0.348254,1567.14,8.70677,26.1156,-,0,0,0,16,24.5188,14,28.4786,22,59.437,35,64.6368,13,55.9172
1,3-6,S1,Neg,Dot,Arena 4,17,F,Ora._,19.361,1,1.1,Tuesday,4,DTNG01,Trial     5,0.500019,2250.08,12.5011,37.0758,-,0,0,0,0,0,3,1.83991,22,10.6395,28,153.112,6,16.2392
1,3-6,S1,Neg,Dot,Arena 4,20,F,Pin.Pin,17.91,1,1.1,Tuesday,4,DTNG02,Trial    11,0.315141,1418.13,7.87891,28.6464,0.319984,3,0.959952,0.0886885,5,6.63967,19,31.7184,10,20.559,29,60.637,20,98.7951
1,3-6,S1,Neg,Dot,Arena 4,23,F,Ora.Gre,18.812,1,1.1,Tuesday,4,DTNG02,Trial     9,0.108951,490.279,2.72391,98.417,35.7582,4,143.033,13.2146,1,0.159992,8,16.1592,3,5.63972,7,2.79986,5,171.551
1,3-6,S1,Neg,Dot,Arena 4,26,F,Red.Ora,21.71,1,1.1,Tuesday,4,DTNG02,Trial     7,0.395923,1781.66,9.89858,30.5818,-,0,0,0,22,25.9587,30,24.4388,20,62.8369,43,42.0379,23,75.1162
1,3-6,S1,Neg,Snake,Arena 4,27,M,Bla._,16.407,2,3.3,Tuesday,8,DTNG02,Trial     8,0.61478,1383.26,7.68494,14.8903,-,0,0,0,34,53.2787,5,5.51986,12,141.356,14,18.4795,3,20.1595
1,3-6,S1,Neg,Snake,Arena 4,30,M,Pin.Bro,18.637,2,3.3,Tuesday,8,DTNG02,Trial     6,0.531082,1194.93,6.63869,14.4968,-,0,0,0,0,0,34,48.3188,0,0,16,15.8396,17,164.156
1,3-6,S1,Neg,Snake,Arena 4,34,F,Bla.Red,19.516,2,3.3,Tuesday,8,DTNG03,Trial    18,0.460589,1036.32,5.7575,17.7915,6.55984,1,6.55984,0.606913,29,86.7978,0,0,12,163.836,11,16.1596,0,0
1,3-6,S1,Neg,Snake,Arena 4,38,F,Red._,20.09,2,3.3,Tuesday,8,DTNG03,Trial    16,0.538922,1212.57,6.73669,25.8545,-,0,0,0,21,46.7988,15,28.4793,12,84.3979,21,37.7591,9,57.8386
1,3-6,S1,Neg,Dot,Arena 4,40,F,Ora.Whi,19.039,1,1.1,Tuesday,4,DTNG03,Trial    13,0.36865,1658.93,9.21671,24.2697,4.51977,1,4.51977,0.415839,19,28.9586,8,12.2394,35,110.994,39,37.4781,5,31.5184
1,3-6,S1,Neg,Snake,Arena 4,43,M,Gre.Yel,15.933,2,3.3,Tuesday,8,DTNG03,Trial    10,0.492263,1107.59,6.15344,15.3153,0.079998,1,0.079998,0.00739481,20,39.839,10,39.759,13,91.5977,20,33.0392,7,55.3586
1,3-6,S1,Neg,Snake,Arena 4,49,F,Gre.Blu,19.408,2,3.3,Tuesday,8,DTNG04,Trial    20,0.572661,1288.49,7.15844,17.237,0.079998,1,0.079998,0.00739481,10,17.1196,28,69.3583,3,33.5992,19,25.1994,16,121.197
1,3-6,S1,Neg,Snake,Arena 4,54,F,Red.Bla,19.432,2,3.3,Tuesday,8,DTNG04,Trial    22,0.546238,1229.04,6.82815,23.7971,-,0,0,0,12,26.7193,16,34.5591,10,58.2385,25,35.8391,16,85.9179
1,3-6,S1,Neg,Snake,Arena 4,56,M,Bla.Ora,NA,2,3.3,Tuesday,8,DTNG04,Trial    14,0.582517,1310.66,7.28164,16.721,-,0,0,0,4,2.63993,0,0,16,169.916,16,10.0797,0,0
1,3-6,S1,Neg,Snake,Arena 4,58,M,_.Bla,16.345,2,3.3,Tuesday,8,DTNG04,Trial    12,0.397759,894.958,4.97211,11.1352,0.079998,2,0.159996,0.0147765,15,92.5577,0,0,14,130.797,15,48.3188,1,0.879978
1,3-6,S1,Neg,Dot,Arena 4,67,M,Blu.Bro,19.222,1,1.1,Tuesday,4,DTNG05,Trial    15,0.425168,1913.26,10.6297,28.6912,-,0,0,0,49,46.8377,0,0,33,145.473,33,34.5183,0,0
1,3-6,S1,Neg,Dot,Arena 4,70,M,_.Bro,18.457,1,1.1,Tuesday,4,DTNG05,Trial    17,0.364987,1642.44,9.12512,24.1938,-,0,0,0,9,5.63972,33,21.7589,10,23.8388,33,48.8776,23,107.275
1,3-6,S1,Neg,Dot,Arena 4,75,M,Red.Gre,20.719,1,1.1,Tuesday,4,DTNG06,Trial    19,0.25909,1165.91,6.47759,21.5805,1.62659,3,4.87976,0.44325,5,12.4794,17,47.8376,11,30.9984,27,48.3576,16,100.635
1,3-6,S1,Neg,Dot,Arena 4,80,M,Bro.Ora,18.866,1,1.1,Tuesday,4,DTNG06,Trial    21,0.228585,1028.63,5.7149,43.7192,57.7971,1,57.7971,5.33486,5,3.55982,8,16.5592,12,18.3191,22,60.677,11,100.995
1,3-6,S1,Pos,Shoal,Arena 4,86,M,Yel.Ora,16.876,1,4.2,Thursday,4,g0096,Trial    37,0.372053,837.118,4.65077,17.212,-,0,0,0,11,166.316,0,0,2,178.236,2,1.75996,0,0
1,3-6,S1,Pos,Shoal,Arena 4,88,M,Yel.Bla,18.713,1,4.2,Thursday,4,g0096,Trial    41,0.502065,1129.65,6.27597,21.5915,0.079998,1,0.079998,0.0072881,24,123.597,3,2.87993,6,153.756,10,14.9596,5,11.2797
1,3-6,S1,Pos,Shoal,Arena 4,89,F,Red.Ora,16.4,2,2.2,Thursday,8,g0096,Trial    42,0.202367,910.65,5.05942,36.8529,-,0,0,0,8,167.472,1,0.919954,3,174.831,4,3.11984,1,2.0399
1,3-6,S1,Pos,Shoal,Arena 4,90,F,Red.Pin,18.563,2,2.2,Thursday,8,g0096,Trial    38,0.130994,589.472,3.27501,39.9209,0.36887,9,3.31983,0.29022,4,164.272,0,0,4,175.791,3,4.19979,0,0
1,3-6,S1,Pos,Shoal,Arena 4,93,M,Red.Bla,17.431,1,4.2,Thursday,4,g0096,Trial    39,0.499082,1122.94,6.23869,20.2183,-,0,0,0,16,93.2777,17,14.9596,8,112.157,21,23.1994,13,44.6389
1,3-6,S1,Pos,Shoal,Arena 4,98,F,Yel.Blu,18.763,2,2.2,Thursday,8,g0096,Trial    40,0.132775,597.486,3.31953,18.0669,0.039998,2,0.079996,0.00740439,4,173.711,0,0,1,177.711,1,1.39993,1,0.879956
1,3-6,S1,Pos,Shoal,Arena 4,100,F,Pu.Pin,19.8,1,4.2,Thursday,4,g0095,Trial    33,0.341207,767.715,4.26519,13.9191,0.0999975,4,0.39999,0.0369576,4,147.916,3,5.75986,2,152.476,6,11.0397,4,16.4796
1,3-6,S1,Pos,Shoal,Arena 4,103,M,Gre.Gre,18.929,2,2.2,Thursday,8,g0095,Trial    32,0.357203,1607.41,8.93053,26.1316,0.039998,1,0.039998,0.00367498,36,88.0356,11,12.1194,9,128.354,19,23.1988,11,28.4386
1,3-6,S1,Pos,Shoal,Arena 4,107,F,Gre.Blu,19.228,2,2.2,Thursday,8,g0095,Trial    36,0.247374,1113.18,6.18465,23.3731,0.039998,3,0.119994,0.0111012,15,126.394,3,1.07995,5,147.753,11,14.9593,6,17.2791
1,3-6,S1,Pos,Shoal,Arena 4,117,M,Gre.Pur,18.784,2,2.2,Thursday,8,g0095,Trial    34,0.187024,841.607,4.67583,18.51,0.106661,3,0.319984,0.0295628,8,160.752,1,0.919954,1,174.471,2,2.91985,1,2.59987
1,3-6,S1,Pos,Shoal,Arena 4,129,M,Blu.Pin,15.676,2,2.2,Thursday,8,g0094,Trial    28,0.164935,742.209,4.12359,37.3833,0.068568,7,0.479976,0.0443033,5,157.272,3,8.55957,2,163.112,4,2.79986,3,14.0793
1,3-6,S1,Pos,Shoal,Arena 4,131,M,Blu.Gre,17.562,2,2.2,Thursday,8,g0094,Trial    30,0.146855,660.849,3.67157,20.2606,0.0666633,6,0.39998,0.0369194,4,172.711,0,0,2,178.071,2,1.9199,0,0
1,3-6,S1,Pos,Shoal,Arena 4,135,F,Blu.Bla,15.653,1,4.2,Thursday,4,g0094,Trial    27,0.241265,542.847,3.01589,24.9049,0.0977753,9,0.879978,0.081379,2,175.196,0,0,2,177.196,2,2.79993,0,0
1,3-6,S1,Pos,Shoal,Arena 4,139,M,Yel.Gre,15.793,2,2.2,Thursday,8,g0093,Trial    26,0.298289,1342.3,7.45759,23.0364,-,0,0,0,32,127.354,3,1.15994,3,168.032,5,4.11979,2,7.83961
1,3-6,S1,Pos,Shoal,Arena 4,141,F,Bro.Ora,18.263,1,4.2,Thursday,4,g0094,Trial    31,0.364747,820.681,4.55945,19.5459,0.079998,2,0.159996,0.0147962,2,82.9579,7,43.9989,2,85.5979,10,25.4394,9,68.9583
1,3-6,S1,Pos,Shoal,Arena 4,150,F,Red.Ora,19.989,1,4.2,Thursday,4,g0093,Trial    25,0.263187,592.17,3.28992,9.59684,0.079998,2,0.159996,0.0147962,7,176.156,0,0,1,179.995,0,0,0,0
1,3-6,S1,Pos,Shoal,Arena 4,263,M,Pin.Whi,19.706,1,4.2,Thursday,4,g0095,Trial    35,0.393536,885.456,4.91932,14.9348,0.079998,3,0.239994,0.0222041,8,100.557,7,16.5596,4,110.637,11,26.7993,8,42.5589
1,3-6,S1,Pos,Shoal,Arena 4,266,F,_.Pin,18.31,1,4.2,Thursday,4,g0094,Trial    29,0.428379,963.854,5.35488,16.3933,0.079998,4,0.319992,0.0295792,8,113.997,9,10.8797,2,123.117,14,18.6395,13,38.239
1,3-6,S1,Pos,Shoal,Arena 4,1000,M,Yel.Ora,16.53,2,2.2,Thursday,8,g0093,Trial    24,0.203251,914.629,5.08153,18.3712,0.039998,1,0.039998,0.00351506,20,152.672,0,0,5,174.511,4,5.47973,0,0
1,9-12,S2,Pos,Shoal,Arena 4,2,F,Whi.Whi,19.14,1,1.1,Tuesday,4,DTNG01,Trial     1,0.367243,1652.6,9.18154,29.5091,-,0,0,0,35,110.634,4,1.19994,4,140.433,15,17.5991,12,21.9589
1,9-12,S2,Pos,zf ,Arena 4,5,M,Bla.Whi,16.744,2,3.3,Tuesday,8,DTNG01,Trial     2,0.351653,791.219,4.39577,18.8515,-,0,0,0,17,153.756,1,0.559986,3,176.156,3,2.47994,1,1.35997
1,9-12,S2,Pos,zf ,Arena 4,7,M,Red.Bro,17.675,2,3.3,Tuesday,8,DTNG01,Trial     4,0.45543,1024.72,5.69301,17.4322,0.079998,3,0.239994,0.0219411,13,129.517,5,2.23994,2,144.236,9,16.8796,7,18.8795
1,9-12,S2,Pos,Shoal,Arena 4,12,F,Bro.Red,20.446,1,1.1,Tuesday,4,DTNG01,Trial     3,0.156247,703.11,3.90636,11.2697,0.039998,5,0.19999,0.0184768,6,169.272,1,0.479976,1,176.511,1,1.55992,1,1.9199
1,9-12,S2,Pos,Shoal,Arena 4,17,F,Ora._,19.361,1,1.1,Tuesday,4,DTNG01,Trial     5,0.213809,962.142,5.3455,25.5953,0.039998,1,0.039998,0.00368854,14,162.392,0,0,1,178.751,1,1.23994,0,0
1,9-12,S2,Pos,Shoal,Arena 4,20,F,Pin.Pin,17.91,1,1.1,Tuesday,4,DTNG02,Trial    11,0.106795,480.579,2.67002,15.0179,0.0733297,12,0.879956,0.0812978,1,171.911,2,1.39993,1,172.831,2,2.19989,2,4.95975
1,9-12,S2,Pos,Shoal,Arena 4,23,F,Ora.Gre,18.812,1,1.1,Tuesday,4,DTNG02,Trial     9,0.117267,527.7,2.93181,33.9291,68.9166,2,137.833,12.7342,0,0,7,1.9199,0,0,15,128.234,15,51.7574
1,9-12,S2,Pos,Shoal,Arena 4,26,F,Red.Ora,21.71,1,1.1,Tuesday,4,DTNG02,Trial     7,0.0981268,441.571,2.45329,10.6566,0.0888844,9,0.79996,0.0739399,1,179.991,0,0,1,179.991,0,0,0,0
1,9-12,S2,Pos,zf ,Arena 4,27,M,Bla._,16.407,2,3.3,Tuesday,8,DTNG02,Trial     8,0.345519,777.417,4.31909,15.1836,0.159996,2,0.319992,0.0295138,10,174.236,0,0,1,179.436,1,0.559986,0,0
1,9-12,S2,Pos,zf ,Arena 4,30,M,Pin.Bro,18.637,2,3.3,Tuesday,8,DTNG02,Trial     6,0.326606,734.863,4.08267,17.1029,-,0,0,0,7,163.116,1,0.479988,2,175.916,3,1.83995,1,2.23994
1,9-12,S2,Pos,zf ,Arena 4,34,F,Bla.Red,19.516,2,3.3,Tuesday,8,DTNG03,Trial    18,0.303458,682.781,3.79332,13.8297,0.079998,2,0.159996,0.0148028,12,161.276,0,0,2,178.636,1,1.35997,0,0
1,9-12,S2,Pos,zf ,Arena 4,38,F,Red._,20.09,2,3.3,Tuesday,8,DTNG03,Trial    16,0.337586,759.568,4.21993,26.3197,0.499987,4,1.99995,0.184952,11,151.836,2,0.959976,5,162.876,9,10.1597,4,6.95983
1,9-12,S2,Pos,Shoal,Arena 4,40,F,Ora.Whi,19.039,1,1.1,Tuesday,4,DTNG03,Trial    13,0.272462,1226.08,6.81188,23.066,0.119994,2,0.239988,0.0220799,33,132.073,0,0,7,172.991,6,6.99965,0,0
1,9-12,S2,Pos,zf ,Arena 4,43,M,Gre.Yel,15.933,2,3.3,Tuesday,8,DTNG03,Trial    10,0.35075,789.188,4.38449,18.1916,0.079998,2,0.159996,0.0147896,23,137.757,1,0.319992,3,171.756,3,6.23984,1,1.99995
1,9-12,S2,Pos,zf ,Arena 4,49,F,Gre.Blu,19.408,2,3.3,Tuesday,8,DTNG04,Trial    20,0.502086,1129.69,6.27623,18.8274,0.079998,1,0.079998,0.00739481,20,123.597,1,0.879978,7,159.516,10,12.8797,4,7.59981
1,9-12,S2,Pos,zf ,Arena 4,54,F,Red.Bla,19.432,2,3.3,Tuesday,8,DTNG04,Trial    22,0.353625,795.656,4.42042,25.6624,-,0,0,0,14,148.316,2,2.31994,3,167.116,4,4.1599,2,8.71978
1,9-12,S2,Pos,zf ,Arena 4,56,M,Bla.Ora,NA,2,3.3,Tuesday,8,DTNG04,Trial    14,0.366795,825.289,4.58505,18.6403,0.079998,5,0.39999,0.036974,2,165.116,1,0.879978,1,167.916,5,5.35987,4,6.71983
1,9-12,S2,Pos,zf ,Arena 4,58,M,_.Bla,16.345,2,3.3,Tuesday,8,DTNG04,Trial    12,0.371386,835.618,4.64244,10.9753,0.079998,1,0.079998,0.00738825,13,110.237,1,15.1996,5,141.676,6,17.3596,2,20.9595
1,9-12,S2,Pos,Shoal,Arena 4,67,M,Blu.Bro,19.222,1,1.1,Tuesday,4,DTNG05,Trial    15,0.202927,913.171,5.07343,15.6266,0.039998,2,0.079996,0.00734997,15,159.912,0,0,2,177.391,1,2.59987,0,0
1,9-12,S2,Pos,Shoal,Arena 4,70,M,_.Bro,18.457,1,1.1,Tuesday,4,DTNG05,Trial    17,0.29643,1333.94,7.41113,29.3608,18.0791,1,18.0791,1.6703,32,87.4756,4,3.03985,10,158.432,11,10.0395,2,11.5194
1,9-12,S2,Pos,Shoal,Arena 4,75,M,Red.Gre,20.719,1,1.1,Tuesday,4,DTNG06,Trial    19,0.19531,878.895,4.883,14.3958,-,0,0,0,17,86.4757,1,0.79996,10,134.593,11,41.4379,2,3.9598
1,9-12,S2,Pos,Shoal,Arena 4,80,M,Bro.Ora,18.866,1,1.1,Tuesday,4,DTNG06,Trial    21,0.132785,597.532,3.31979,18.779,0.222846,7,1.55992,0.143986,5,140.113,4,4.11979,1,146.153,5,6.87966,5,26.9587
1,9-12,S2,Neg,Sil,Arena 4,86,M,Yel.Ora,16.876,1,4.2,Thursday,4,g0096,Trial    37,0.638742,1437.17,7.98447,19.0642,-,0,0,0,37,84.8779,0,0,25,152.156,24,27.8393,0,0
1,9-12,S2,Neg,Sil,Arena 4,88,M,Yel.Bla,18.713,1,4.2,Thursday,4,g0096,Trial    41,0.590153,1327.84,7.3771,24.0453,-,0,0,0,27,75.5181,1,5.67986,19,140.476,23,27.9193,5,11.5997
1,9-12,S2,Neg,Pred,Arena 4,89,F,Red.Ora,16.4,2,2.2,Thursday,8,g0096,Trial    42,0.395027,1775.64,9.87616,87.4644,-,0,0,0,15,13.3193,14,15.8392,21,57.7571,40,67.8366,18,54.1573
1,9-12,S2,Neg,Pred,Arena 4,90,F,Red.Pin,18.563,2,2.2,Thursday,8,g0096,Trial    38,0.235731,1060.79,5.89357,19.8641,0.159992,1,0.159992,0.0139865,11,18.5591,13,28.1186,12,61.6769,23,40.758,11,77.5561
1,9-12,S2,Neg,Sil,Arena 4,93,M,Red.Bla,17.431,1,4.2,Thursday,4,g0096,Trial    39,0.583339,1312.51,7.29192,26.3755,-,0,0,0,19,75.5981,10,8.95978,11,110.317,23,23.0394,13,46.6388
1,9-12,S2,Neg,Pred,Arena 4,98,F,Yel.Blu,18.763,2,2.2,Thursday,8,g0096,Trial    40,0.266895,1201.03,6.67271,16.3142,-,0,0,0,29,32.3584,17,32.1184,10,105.635,13,15.5992,4,58.7571
1,9-12,S2,Neg,Sil,Arena 4,100,F,Pu.Pin,19.8,1,4.2,Thursday,4,g0095,Trial    33,0.618985,1392.72,7.73751,18.2622,-,0,0,0,40,75.2781,0,0,25,151.676,25,28.3193,0,0
1,9-12,S2,Neg,Pred,Arena 4,103,M,Gre.Gre,18.929,2,2.2,Thursday,8,g0095,Trial    32,0.345519,1554.84,8.63841,25.7709,-,0,0,0,21,54.5973,23,56.7172,9,76.1562,19,22.1589,11,81.6759
1,9-12,S2,Neg,Pred,Arena 4,107,F,Gre.Blu,19.228,2,2.2,Thursday,8,g0095,Trial    36,0.397685,1789.58,9.94263,28.4673,-,0,0,0,23,17.9191,9,4.91975,25,116.674,34,29.3585,10,33.9583
1,9-12,S2,Neg,Pred,Arena 4,117,M,Gre.Pur,18.784,2,2.2,Thursday,8,g0095,Trial    34,0.341537,1536.92,8.53886,36.5397,-,0,0,0,14,11.2394,12,18.5591,15,54.4773,35,57.8771,21,67.6366
1,9-12,S2,Neg,Pred,Arena 4,129,M,Blu.Pin,15.676,2,2.2,Thursday,8,g0094,Trial    28,0.394968,1777.36,9.8747,30.8676,-,0,0,0,5,4.0798,53,45.7977,6,14.9992,35,34.1583,30,130.833
1,9-12,S2,Neg,Pred,Arena 4,131,M,Blu.Gre,17.562,2,2.2,Thursday,8,g0094,Trial    30,0.494431,2224.94,12.3614,32.9457,-,0,0,0,41,35.3182,8,15.0792,19,128.754,27,21.8789,9,29.3585
1,9-12,S2,Neg,Sil,Arena 4,135,F,Blu.Bla,15.653,1,4.2,Thursday,4,g0094,Trial    27,0.466303,1049.18,5.82894,20.5387,0.079998,4,0.319992,0.0295924,6,20.7195,21,69.5183,6,36.0791,21,33.1192,15,110.797
1,9-12,S2,Neg,Pred,Arena 4,139,M,Yel.Gre,15.793,2,2.2,Thursday,8,g0093,Trial    26,0.423935,1907.71,10.5989,37.238,-,0,0,0,13,13.0393,16,15.2792,20,79.636,39,36.4382,20,63.9168
1,9-12,S2,Neg,Sil,Arena 4,141,F,Bro.Ora,18.263,1,4.2,Thursday,4,g0094,Trial    31,0.449465,1011.3,5.61845,17.3863,0.239994,1,0.239994,0.0221943,14,59.4385,10,25.8394,9,83.9979,17,44.8789,8,51.1187
1,9-12,S2,Neg,Sil,Arena 4,150,F,Red.Ora,19.989,1,4.2,Thursday,4,g0093,Trial    25,0.551605,1241.11,6.89523,25.1768,0.159996,1,0.159996,0.0147962,17,68.3183,18,18.7195,6,85.8379,16,19.9995,11,74.1581
1,9-12,S2,Neg,Sil,Arena 4,263,M,Pin.Whi,19.706,1,4.2,Thursday,4,g0095,Trial    35,0.444496,1000.12,5.55634,19.4222,0.079998,3,0.239994,0.0222041,18,102.957,2,1.11997,12,136.957,17,27.6793,6,15.3596
1,9-12,S2,Neg,Sil,Arena 4,266,F,_.Pin,18.31,1,4.2,Thursday,4,g0094,Trial    29,0.511946,1151.88,6.39948,25.8212,0.119997,2,0.239994,0.0221844,27,109.677,2,4.87988,10,146.396,13,22.1594,4,11.4397
1,9-12,S2,Neg,Pred,Arena 4,1000,M,Yel.Ora,16.53,2,2.2,Thursday,8,g0093,Trial    24,0.371518,1671.83,9.28841,40.0708,-,0,0,0,32,36.1182,12,6.0797,10,110.034,23,31.2384,13,38.7181
1,15-18,A,Amb,ShDot,Arena 4,2,F,Whi.Whi,19.14,1,1.1,Tuesday,4,DTNG01,Trial     1,0.38526,1733.67,9.63197,23.6034,-,0,0,0,11,52.4374,30,20.919,1,62.1569,27,25.7987,27,92.0354
1,15-18,A,Amb,zfSnake,Arena 4,5,M,Bla.Whi,16.744,2,3.3,Tuesday,8,DTNG01,Trial     2,0.447404,1006.66,5.59269,16.7721,-,0,0,0,30,54.0786,0,0,8,168.636,9,10.6397,1,0.719982
1,15-18,A,Amb,zfSnake,Arena 4,7,M,Red.Bro,17.675,2,3.3,Tuesday,8,DTNG01,Trial     4,0.473042,1064.35,5.91318,15.6549,-,0,0,0,13,111.517,7,4.79988,2,125.677,13,23.6794,12,30.6392
1,15-18,A,Amb,ShDot,Arena 4,12,F,Bro.Red,20.446,1,1.1,Tuesday,4,DTNG01,Trial     3,0.171319,770.937,4.2832,17.912,0.039998,1,0.039998,0.00369535,12,158.952,3,3.23984,1,168.912,1,1.47993,1,9.59952
1,15-18,A,Amb,ShDot,Arena 4,17,F,Ora._,19.361,1,1.1,Tuesday,4,DTNG01,Trial     5,0.262772,1182.47,6.56963,24.5103,0.039998,2,0.079996,0.00737708,29,119.954,4,2.99985,2,157.992,6,6.35968,5,15.6392
1,15-18,A,Amb,ShDot,Arena 4,20,F,Pin.Pin,17.91,1,1.1,Tuesday,4,DTNG02,Trial    11,0.114621,515.793,2.86566,15.2365,0.059997,6,0.359982,0.0332582,3,175.951,0,0,1,179.751,1,0.239988,0,0
1,15-18,A,Amb,ShDot,Arena 4,23,F,Ora.Gre,18.812,1,1.1,Tuesday,4,DTNG02,Trial     9,0.0016285,7.32827,0.0407146,0.331203,59.757,3,179.271,16.5626,0,0,0,0,0,0,0,0,1,179.991
1,15-18,A,Amb,ShDot,Arena 4,26,F,Red.Ora,21.71,1,1.1,Tuesday,4,DTNG02,Trial     7,0.145917,656.628,3.64811,37.1462,0.0733297,6,0.439978,0.0406669,4,160.912,3,2.35988,2,164.632,7,6.43968,5,8.91955
1,15-18,A,Amb,zfSnake,Arena 4,27,M,Bla._,16.407,2,3.3,Tuesday,8,DTNG02,Trial     8,0.428188,963.423,5.35248,13.6511,-,0,0,0,21,150.396,0,0,1,179.995,0,0,0,0
1,15-18,A,Amb,zfSnake,Arena 4,30,M,Pin.Bro,18.637,2,3.3,Tuesday,8,DTNG02,Trial     6,0.451134,1015.05,5.63932,16.0021,-,0,0,0,43,119.757,0,0,1,179.995,0,0,0,0
1,15-18,A,Amb,zfSnake,Arena 4,34,F,Bla.Red,19.516,2,3.3,Tuesday,8,DTNG03,Trial    18,0.349082,785.434,4.36363,15.0442,0.239994,1,0.239994,0.0222041,9,140.876,0,0,11,166.236,10,13.7597,0,0
1,15-18,A,Amb,zfSnake,Arena 4,38,F,Red._,20.09,2,3.3,Tuesday,8,DTNG03,Trial    16,0.281969,634.43,3.5247,10.9023,0.079998,1,0.079998,0.00739809,9,164.396,0,0,2,179.196,1,0.79998,0,0
1,15-18,A,Amb,ShDot,Arena 4,40,F,Ora.Whi,19.039,1,1.1,Tuesday,4,DTNG03,Trial    13,0.382046,1719.21,9.55163,29.6397,0.159992,1,0.159992,0.01472,12,32.8784,48,59.037,4,47.9976,11,8.79956,8,123.194
1,15-18,A,Amb,zfSnake,Arena 4,43,M,Gre.Yel,15.933,2,3.3,Tuesday,8,DTNG03,Trial    10,0.461825,1039.11,5.77296,20.472,-,0,0,0,28,102.637,2,2.79993,9,154.876,10,13.8397,2,11.2797
1,15-18,A,Amb,zfSnake,Arena 4,49,F,Gre.Blu,19.408,2,3.3,Tuesday,8,DTNG04,Trial    20,0.472424,1062.95,5.90545,16.5556,-,0,0,0,15,146.236,0,0,7,170.396,6,9.59976,0,0
1,15-18,A,Amb,zfSnake,Arena 4,54,F,Red.Bla,19.432,2,3.3,Tuesday,8,DTNG04,Trial    22,0.383546,862.978,4.79444,18.0376,0.079998,1,0.079998,0.00739809,19,139.517,1,0.479988,5,163.196,6,9.27977,2,7.51981
1,15-18,A,Amb,zfSnake,Arena 4,56,M,Bla.Ora,NA,2,3.3,Tuesday,8,DTNG04,Trial    14,0.353181,794.656,4.41487,12.8543,0.111997,5,0.559986,0.0517637,1,177.596,0,0,2,179.356,1,0.639984,0,0
